,player_name,total_matches,total_wins,win_pct,Clay,Grass,Hard,clay_advantage,grass_advantage,hard_advantage
359,Richard Gasquet,40,15,0.375,2.0,2.0,11.0,0.13333333333333333,0.13333333333333333,0.7333333333333333
360,Rigele Te,4,1,0.25,1.0,0.0,0.0,1.0,0.0,0.0
361,Rinky Hijikata,22,11,0.5,0.0,4.0,7.0,0.0,0.36363636363636365,0.6363636363636364
362,Robert Strombachs,3,2,0.6666666666666666,0.0,0.0,2.0,0.0,0.0,1.0
363,Roberto Bautista Agut,38,17,0.4473684210526316,4.0,3.0,10.0,0.23529411764705882,0.17647058823529413,0.5882352941176471
364,Roberto Carballes Baena,43,19,0.4418604651162791,14.0,2.0,3.0,0.7368421052631579,0.10526315789473684,0.15789473684210525
365,Robin Haase,2,1,0.5,0.0,0.0,1.0,0.0,0.0,1.0
366,Rodrigo Pacheco Mendez,3,1,0.3333333333333333,1.0,0.0,0.0,1.0,0.0,0.0
367,Roman Safiullin,39,20,0.5128205128205128,4.0,5.0,11.0,0.2,0.25,0.55
368,Rowland Phillips,2,1,0.5,0.0,0.0,0.0,0.0,0.0,0.0
369,Rudolf Molleker,1,0,0.0,0.0,0.0,0.0,,,
370,Ryan Peniston,4,1,0.25,0.0,1.0,0.0,0.0,1.0,0.0
371,Saba Purtseladze,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
372,Sasi Kumar Mukund,3,0,0.0,0.0,0.0,0.0,,,
373,Sebastian Baez,57,31,0.543859649122807,20.0,1.0,10.0,0.6451612903225806,0.03225806451612903,0.3225806451612903
374,Sebastian Dominko,1,0,0.0,0.0,0.0,0.0,,,
375,Sebastian Korda,43,26,0.6046511627906976,1.0,3.0,22.0,0.038461538461538464,0.11538461538461539,0.8461538461538461
376,Sebastian Ofner,27,13,0.48148148148148145,5.0,0.0,8.0,0.38461538461538464,0.0,0.6153846153846154
377,Seong Chan Hong,5,1,0.2,0.0,0.0,1.0,0.0,0.0,1.0
378,Sergey Fomin,1,0,0.0,0.0,0.0,0.0,,,
379,Shintaro Mochizuki,9,3,0.3333333333333333,0.0,0.0,3.0,0.0,0.0,1.0
380,Sho Shimabukuro,9,3,0.3333333333333333,0.0,0.0,3.0,0.0,0.0,1.0
381,Simon Carr,1,0,0.0,0.0,0.0,0.0,,,
382,Skander Mansouri,2,0,0.0,0.0,0.0,0.0,,,
383,Soon Woo Kwon,16,7,0.4375,0.0,0.0,7.0,0.0,0.0,1.0
384,Stan Wawrinka,50,27,0.54,9.0,2.0,16.0,0.3333333333333333,0.07407407407407407,0.5925925925925926
385,Stefano Napolitano,2,0,0.0,0.0,0.0,0.0,,,
386,Stefano Travaglia,2,0,0.0,0.0,0.0,0.0,,,
387,Stefanos Sakellaridis,3,1,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,1.0
388,Stefanos Tsitsipas,74,50,0.6756756756756757,17.0,4.0,29.0,0.34,0.08,0.58
389,Steve Johnson,7,2,0.2857142857142857,1.0,1.0,0.0,0.5,0.5,0.0
390,Strong Kirchheimer,1,0,0.0,0.0,0.0,0.0,,,
391,Sumit Nagal,5,3,0.6,0.0,0.0,3.0,0.0,0.0,1.0
392,Tallon Griekspoor,62,37,0.5967741935483871,3.0,7.0,27.0,0.08108108108108109,0.1891891891891892,0.7297297297297297
393,Tao Mu,1,0,0.0,0.0,0.0,0.0,,,
394,Taro Daniel,27,11,0.4074074074074074,2.0,0.0,9.0,0.18181818181818182,0.0,0.8181818181818182
395,Taylor Fritz,77,53,0.6883116883116883,11.0,3.0,39.0,0.20754716981132076,0.05660377358490566,0.7358490566037735
396,Terence Atmane,4,1,0.25,0.0,0.0,1.0,0.0,0.0,1.0
397,Thai Son Kwiatkowski,1,0,0.0,0.0,0.0,0.0,,,
398,Thanasi Kokkinakis,32,16,0.5,3.0,0.0,13.0,0.1875,0.0,0.8125
399,Thiago Agustin Tirante,4,2,0.5,1.0,0.0,1.0,0.5,0.0,0.5
400,Thiago Monteiro,26,9,0.34615384615384615,6.0,0.0,2.0,0.6666666666666666,0.0,0.2222222222222222
401,Thiago Seyboth Wild,10,4,0.4,3.0,0.0,1.0,0.75,0.0,0.25
402,Thomaz Bellucci,1,0,0.0,0.0,0.0,0.0,,,
403,Tim Van Rijthoven,4,2,0.5,0.0,0.0,2.0,0.0,0.0,1.0
404,Timofey Skatov,6,3,0.5,2.0,0.0,1.0,0.6666666666666666,0.0,0.3333333333333333
405,Titouan Droguet,2,1,0.5,0.0,0.0,1.0,0.0,0.0,1.0
406,Tomas Barrios Vera,7,3,0.42857142857142855,2.0,1.0,0.0,0.6666666666666666,0.3333333333333333,0.0
407,Tomas Machac,16,8,0.5,3.0,0.0,5.0,0.375,0.0,0.625
408,Tomas Martin Etcheverry,57,30,0.5263157894736842,20.0,1.0,9.0,0.6666666666666666,0.03333333333333333,0.3
409,Tommy Paul,68,41,0.6029411764705882,2.0,7.0,32.0,0.04878048780487805,0.17073170731707318,0.7804878048780488
410,Tung Lin Wu,3,1,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,1.0
411,Ugo Humbert,57,33,0.5789473684210527,1.0,3.0,29.0,0.030303030303030304,0.09090909090909091,0.8787878787878788
412,Valentin Vacherot,3,0,0.0,0.0,0.0,0.0,,,
413,Vasek Pospisil,3,1,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,1.0
414,Viacheslav Bielinskyi,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
415,Viktor Durasovic,6,1,0.16666666666666666,1.0,0.0,0.0,1.0,0.0,0.0
416,Vilius Gaubas,2,1,0.5,0.0,0.0,0.0,0.0,0.0,0.0
417,Vitaliy Sachko,2,0,0.0,0.0,0.0,0.0,,,
418,Vladyslav Orlov,3,2,0.6666666666666666,0.0,0.0,1.0,0.0,0.0,0.5
419,Walid Ahouda,1,0,0.0,0.0,0.0,0.0,,,
420,Yanaki Milev,1,0,0.0,0.0,0.0,0.0,,,
421,Yannick Hanfmann,45,23,0.5111111111111111,16.0,4.0,3.0,0.6956521739130435,0.17391304347826086,0.13043478260869565
422,Yassine Dlimi,2,1,0.5,0.0,0.0,1.0,0.0,0.0,1.0
423,Ye Cong Mo,1,0,0.0,0.0,0.0,0.0,,,
424,Yi Zhou,3,0,0.0,0.0,0.0,0.0,,,
425,Yibing Wu,28,13,0.4642857142857143,3.0,1.0,9.0,0.23076923076923078,0.07692307692307693,0.6923076923076923
426,Yoshihito Nishioka,41,20,0.4878048780487805,5.0,0.0,15.0,0.25,0.0,0.75
427,Yosuke Watanuki,19,8,0.42105263157894735,1.0,2.0,5.0,0.125,0.25,0.625
428,Younes Lalami Laaroussi,1,0,0.0,0.0,0.0,0.0,,,
429,Yshai Oliel,3,2,0.6666666666666666,0.0,0.0,1.0,0.0,0.0,0.5
430,Yu Hsiou Hsu,6,3,0.5,0.0,0.0,3.0,0.0,0.0,1.0
431,Yuki Bhambri,1,0,0.0,0.0,0.0,0.0,,,
432,Yunseong Chung,1,0,0.0,0.0,0.0,0.0,,,
433,Yuttana Charoenphon,2,1,0.5,0.0,0.0,0.0,0.0,0.0,0.0
434,Zachary Svajda,4,1,0.25,0.0,0.0,1.0,0.0,0.0,1.0
435,Zhe Li,1,0,0.0,0.0,0.0,0.0,,,
436,Zhizhen Zhang,36,19,0.5277777777777778,10.0,2.0,7.0,0.5263157894736842,0.10526315789473684,0.3684210526315789
437,Zizou Bergs,12,3,0.25,2.0,0.0,1.0,0.6666666666666666,0.0,0.3333333333333333
438,Zsombor Piros,4,2,0.5,1.0,0.0,1.0,0.5,0.0,0.5
439,Zura Tkemaladze,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
