,player_name,surface,cluster
452,Delmas Ntcha,Hard,1
453,Denis Istomin,Hard,0
52,Denis Kudla,Clay,0
268,Denis Kudla,Grass,0
454,Denis Kudla,Hard,2
53,Denis Shapovalov,Clay,0
269,Denis Shapovalov,Grass,1
455,Denis Shapovalov,Hard,0
270,Dennis Novak,Grass,1
456,Dennis Novak,Hard,2
54,Diego Fernandez Flores,Clay,0
55,Diego Schwartzman,Clay,2
271,Diego Schwartzman,Grass,0
457,Diego Schwartzman,Hard,1
458,Dimitar Kuzmanov,Hard,2
56,Dino Prizmic,Clay,1
57,Dominic Stricker,Clay,0
272,Dominic Stricker,Grass,1
459,Dominic Stricker,Hard,0
58,Dominic Thiem,Clay,0
460,Dominic Thiem,Hard,2
273,Dominik Koepfer,Grass,0
461,Dominik Koepfer,Hard,2
462,Dragos Nicolae Madaras,Hard,1
59,Duje Ajdukovic,Clay,1
60,Dusan Lajovic,Clay,0
274,Dusan Lajovic,Grass,0
463,Dusan Lajovic,Hard,2
464,Edan Leshem,Hard,2
275,Edas Butvilas,Grass,0
61,Egor Gerasimov,Clay,0
465,Egor Gerasimov,Hard,2
62,Elias Ymer,Clay,0
276,Elias Ymer,Grass,2
466,Elias Ymer,Hard,0
63,Elliot Benchetrit,Clay,2
64,Emil Ruusuvuori,Clay,2
277,Emil Ruusuvuori,Grass,0
467,Emil Ruusuvuori,Hard,2
468,Emilio Gomez,Hard,2
469,Emilio Nava,Hard,1
278,Enzo Couacaud,Grass,1
470,Enzo Couacaud,Hard,2
471,Ernesto Escobedo,Hard,1
472,Evan Furness,Hard,2
65,Fabio Fognini,Clay,1
279,Fabio Fognini,Grass,1
473,Fabio Fognini,Hard,2
66,Facundo Bagnis,Clay,2
280,Facundo Bagnis,Grass,0
474,Facundo Bagnis,Hard,2
475,Facundo Mena,Hard,2
67,Federico Coria,Clay,0
281,Federico Coria,Grass,0
476,Federico Coria,Hard,2
68,Federico Delbonis,Clay,2
282,Federico Delbonis,Grass,0
477,Federico Delbonis,Hard,2
478,Federico Gaio,Hard,2
69,Feliciano Lopez,Clay,1
283,Feliciano Lopez,Grass,2
479,Feliciano Lopez,Hard,2
70,Felipe Meligeni Alves,Clay,2
71,Felix Auger Aliassime,Clay,0
284,Felix Auger Aliassime,Grass,1
480,Felix Auger Aliassime,Hard,0
72,Fernando Verdasco,Clay,2
285,Fernando Verdasco,Grass,0
481,Fernando Verdasco,Hard,2
482,Filip Horansky,Hard,2
73,Filip Krajinovic,Clay,0
286,Filip Krajinovic,Grass,0
483,Filip Krajinovic,Hard,2
74,Filip Misolic,Clay,1
484,Filip Misolic,Hard,2
75,Flavio Cobolli,Clay,2
485,Flavio Cobolli,Hard,2
76,Frances Tiafoe,Clay,0
287,Frances Tiafoe,Grass,1
486,Frances Tiafoe,Hard,0
487,Francesco Maestrelli,Hard,0
77,Francesco Passaro,Clay,2
488,Francesco Passaro,Hard,2
78,Francisco Cerundolo,Clay,2
288,Francisco Cerundolo,Grass,0
489,Francisco Cerundolo,Hard,2
79,Franco Agamenone,Clay,2
80,Gabi Adrian Boitan,Clay,1
81,Gael Monfils,Clay,0
490,Gael Monfils,Hard,0
82,Geoffrey Blancaneaux,Clay,2
491,Geoffrey Blancaneaux,Hard,0
83,Gerald Melzer,Clay,1
84,Gian Marco Moroni,Clay,2
492,Gian Marco Moroni,Hard,0
493,Gianluca Mager,Hard,0
85,Gijs Brouwer,Clay,0
494,Gijs Brouwer,Hard,0
495,Gilles Arnaud Bailly,Hard,1
86,Gilles Simon,Clay,2
289,Gilles Simon,Grass,0
496,Gilles Simon,Hard,2
87,Giulio Zeppieri,Clay,0
497,Giulio Zeppieri,Hard,2
88,Gonzalo Lama,Clay,0
498,Gonzalo Villanueva,Hard,2
89,Gregoire Barrere,Clay,0
499,Gregoire Barrere,Hard,2
90,Grigor Dimitrov,Clay,0
290,Grigor Dimitrov,Grass,1
500,Grigor Dimitrov,Hard,0
91,Hamad Medjedovic,Clay,1
501,Hamad Medjedovic,Hard,0
92,Henri Laaksonen,Clay,1
291,Henri Laaksonen,Grass,0
502,Henri Laaksonen,Hard,2
292,Henri Squire,Grass,1
93,Hernan Casanova,Clay,2
503,Hiroki Moriya,Hard,1
94,Holger Rune,Clay,0
293,Holger Rune,Grass,0
504,Holger Rune,Hard,0
505,Hong Kit Jack Wong,Hard,1
95,Hubert Hurkacz,Clay,0
294,Hubert Hurkacz,Grass,1
506,Hubert Hurkacz,Hard,0
96,Hugo Dellien,Clay,2
295,Hugo Dellien,Grass,0
97,Hugo Gaston,Clay,2
296,Hugo Gaston,Grass,0
507,Hugo Gaston,Hard,2
98,Hugo Grenier,Clay,2
297,Hugo Grenier,Grass,1
508,Hugo Grenier,Hard,0
99,Ilya Ivashka,Clay,2
298,Ilya Ivashka,Grass,1
509,Ilya Ivashka,Hard,2
100,Ivan Gakhov,Clay,0
101,J J Wolf,Clay,2
510,J J Wolf,Hard,2
102,Jack Draper,Clay,1
299,Jack Draper,Grass,1
511,Jack Draper,Hard,0
103,Jack Sock,Clay,0
300,Jack Sock,Grass,1
512,Jack Sock,Hard,2
104,James Duckworth,Clay,1
301,James Duckworth,Grass,0
513,James Duckworth,Hard,2
105,Jan Lennard Struff,Clay,0
302,Jan Lennard Struff,Grass,1
514,Jan Lennard Struff,Hard,0
515,Jan Zielinski,Hard,1
106,Jannik Sinner,Clay,0
303,Jannik Sinner,Grass,0
516,Jannik Sinner,Hard,0
107,Jason Kubler,Clay,1
304,Jason Kubler,Grass,0
517,Jason Kubler,Hard,2
108,Jaume Munar,Clay,2
305,Jaume Munar,Grass,0
518,Jaume Munar,Hard,2
306,Jay Clarke,Grass,0
519,Jay Clarke,Hard,0
109,Jenson Brooksby,Clay,2
307,Jenson Brooksby,Grass,0
520,Jenson Brooksby,Hard,2
308,Jesper De Jong,Grass,0
521,Jesper De Jong,Hard,1
522,Ji Sung Nam,Hard,0
110,Jiri Lehecka,Clay,0
309,Jiri Lehecka,Grass,1
523,Jiri Lehecka,Hard,2
111,Jiri Vesely,Clay,2
310,Jiri Vesely,Grass,2
524,Jiri Vesely,Hard,0
112,Jo-Wilfried Tsonga,Clay,2
525,Jo-Wilfried Tsonga,Hard,0
113,Joao Sousa,Clay,0
311,Joao Sousa,Grass,0
526,Joao Sousa,Hard,2
114,Johan Nikles,Clay,2
312,Johannes Ingildsen,Grass,2
115,John Isner,Clay,0
313,John Isner,Grass,1
527,John Isner,Hard,0
116,John Millman,Clay,2
314,John Millman,Grass,0
528,John Millman,Hard,2
117,Jordan Thompson,Clay,0
315,Jordan Thompson,Grass,1
529,Jordan Thompson,Hard,0
118,Jozef Kovalik,Clay,2
530,Jozef Kovalik,Hard,2
531,Juan Alejandro Hernandez Serrano,Hard,1
119,Juan Ignacio Londero,Clay,2
120,Juan Manuel Cerundolo,Clay,1
532,Juan Manuel Cerundolo,Hard,1
121,Juan Martin del Potro,Clay,2
122,Juan Pablo Ficovich,Clay,2
123,Juan Pablo Varillas,Clay,1
124,Juncheng Shang,Clay,0
533,Juncheng Shang,Hard,1
125,Jurij Rodionov,Clay,0
316,Jurij Rodionov,Grass,2
534,Jurij Rodionov,Hard,2
535,Kacper Zuk,Hard,1
536,Kaichi Uchida,Hard,2
126,Kamil Majchrzak,Clay,2
317,Kamil Majchrzak,Grass,0
537,Kamil Majchrzak,Hard,0
127,Karen Khachanov,Clay,0
318,Karen Khachanov,Grass,1
538,Karen Khachanov,Hard,0
128,Karim Mohamed Maamoun,Clay,2
539,Kevin Anderson,Hard,0
540,Ki Lung Ng,Hard,2
541,Kyle Edmund,Hard,2
129,Laslo Djere,Clay,0
319,Laslo Djere,Grass,1
542,Laslo Djere,Hard,0
320,Laurynas Grigelis,Grass,1
130,Leandro Riedi,Clay,1
543,Learner Tien,Hard,2
544,Leo Borg,Hard,2
321,Liam Broady,Grass,0
545,Liam Broady,Hard,2
131,Lloyd Harris,Clay,0
546,Lloyd Harris,Hard,0
132,Lorenzo Musetti,Clay,2
322,Lorenzo Musetti,Grass,0
547,Lorenzo Musetti,Hard,0
133,Lorenzo Sonego,Clay,0
323,Lorenzo Sonego,Grass,1
548,Lorenzo Sonego,Hard,0
134,Luca Nardi,Clay,1
549,Luca Nardi,Hard,2
550,Luca Van Assche,Hard,2
135,Lucas Catarina,Clay,2
136,Lucas Pouille,Clay,1
551,Lucas Pouille,Hard,2
324,Lukas Klein,Grass,1
325,Lukas Rosol,Grass,1
552,Lukas Rosol,Hard,1
137,Mackenzie Mcdonald,Clay,2
326,Mackenzie Mcdonald,Grass,0
553,Mackenzie Mcdonald,Hard,2
138,Malek Jaziri,Clay,2
554,Malek Jaziri,Hard,2
139,Manuel Guinard,Clay,2
555,Manuel Guinard,Hard,2
140,Marc Andrea Huesler,Clay,0
327,Marc Andrea Huesler,Grass,1
556,Marc Andrea Huesler,Hard,0
141,Marco Cecchinato,Clay,2
557,Marco Cecchinato,Hard,2
558,Marco Trungelliti,Hard,2
142,Marcos Giron,Clay,2
328,Marcos Giron,Grass,0
559,Marcos Giron,Hard,2
143,Marin Cilic,Clay,0
329,Marin Cilic,Grass,1
560,Marin Cilic,Hard,0
144,Marius Copil,Clay,1
561,Marius Copil,Hard,0
145,Marko Topo,Clay,1
562,Martin Landaluce,Hard,1
146,Marton Fucsovics,Clay,2
330,Marton Fucsovics,Grass,2
563,Marton Fucsovics,Hard,2
147,Matheus Pucinelli De Almeida,Clay,2
148,Matteo Arnaldi,Clay,2
564,Matteo Arnaldi,Hard,0
149,Matteo Berrettini,Clay,0
331,Matteo Berrettini,Grass,1
565,Matteo Berrettini,Hard,0
332,Matthew Ebden,Grass,1
150,Max Hans Rehberg,Clay,2
151,Max Purcell,Clay,2
333,Max Purcell,Grass,0
566,Max Purcell,Hard,2
152,Maxime Cressy,Clay,0
334,Maxime Cressy,Grass,1
567,Maxime Cressy,Hard,0
335,Maximilian Marterer,Grass,0
568,Maximilian Marterer,Hard,2
153,Menelaos Efstathiou,Clay,1
569,Michael Geerts,Hard,2
154,Michael Mmoh,Clay,2
570,Michael Mmoh,Hard,0
155,Michail Pervolarakis,Clay,1
571,Michail Pervolarakis,Hard,2
336,Mikael Torpegaard,Grass,2
156,Mikael Ymer,Clay,2
337,Mikael Ymer,Grass,0
572,Mikael Ymer,Hard,2
157,Mikhail Kukushkin,Clay,2
338,Mikhail Kukushkin,Grass,0
573,Mikhail Kukushkin,Hard,2
158,Mili Poljicak,Clay,2
159,Miomir Kecmanovic,Clay,0
339,Miomir Kecmanovic,Grass,1
574,Miomir Kecmanovic,Hard,2
160,Mirza Basic,Clay,1
575,Mirza Basic,Hard,2
161,Mitchell Krueger,Clay,0
340,Mitchell Krueger,Grass,2
576,Mitchell Krueger,Hard,0
162,Mohamed Safwat,Clay,0
341,Muhammad Shoaib,Grass,0
577,Nick Chappell,Hard,2
163,Nick Kyrgios,Clay,0
342,Nick Kyrgios,Grass,1
578,Nick Kyrgios,Hard,0
164,Nicola Kuhn,Clay,2
343,Nicola Kuhn,Grass,2
165,Nicolas Alvarez Varona,Clay,2
579,Nicolas Alvarez Varona,Hard,2
580,Nicolas Barrientos,Hard,1
166,Nicolas Jarry,Clay,0
581,Nicolas Jarry,Hard,0
167,Nicolas Kicker,Clay,2
582,Nicolas Mejia,Hard,1
168,Nikola Milojevic,Clay,0
583,Nikola Milojevic,Hard,1
169,Nikoloz Basilashvili,Clay,1
344,Nikoloz Basilashvili,Grass,0
584,Nikoloz Basilashvili,Hard,2
170,Norbert Gombos,Clay,2
585,Norbert Gombos,Hard,2
171,Novak Djokovic,Clay,0
345,Novak Djokovic,Grass,1
586,Novak Djokovic,Hard,0
172,Nuno Borges,Clay,0
346,Nuno Borges,Grass,1
587,Nuno Borges,Hard,2
173,Oscar Otte,Clay,0
347,Oscar Otte,Grass,1
588,Oscar Otte,Hard,0
589,Otto Virtanen,Hard,2
174,Pablo Andujar,Clay,2
348,Pablo Andujar,Grass,2
590,Pablo Andujar,Hard,2
175,Pablo Carreno Busta,Clay,0
349,Pablo Carreno Busta,Grass,0
591,Pablo Carreno Busta,Hard,0
176,Pablo Cuevas,Clay,0
592,Pablo Cuevas,Hard,2
350,Paul Jubb,Grass,0
177,Pavel Kotov,Clay,0
593,Pavel Kotov,Hard,2
178,Pedro Cachin,Clay,0
594,Pedro Cachin,Hard,0
179,Pedro Martinez,Clay,2
351,Pedro Martinez,Grass,0
595,Pedro Martinez,Hard,2
180,Pedro Sousa,Clay,2
181,Peter Gojowczyk,Clay,1
352,Peter Gojowczyk,Grass,2
596,Peter Gojowczyk,Hard,2
182,Petros Chrysochos,Clay,2
183,Petros Tsitsipas,Clay,1
184,Philipp Kohlschreiber,Clay,0
597,Philipp Kohlschreiber,Hard,1
185,Pierre Hugues Herbert,Clay,2
598,Pierre Hugues Herbert,Hard,0
599,Prajnesh Gunneswaran,Hard,2
186,Quentin Halys,Clay,0
353,Quentin Halys,Grass,1
600,Quentin Halys,Hard,0
354,Radu Albot,Grass,0
601,Radu Albot,Hard,2
187,Rafael Nadal,Clay,0
355,Rafael Nadal,Grass,1
602,Rafael Nadal,Hard,0
356,Ramkumar Ramanathan,Grass,1
603,Ramkumar Ramanathan,Hard,0
188,Reilly Opelka,Clay,0
357,Reilly Opelka,Grass,1
604,Reilly Opelka,Hard,0
189,Renzo Olivo,Clay,1
190,Ricardas Berankis,Clay,2
358,Ricardas Berankis,Grass,1
605,Ricardas Berankis,Hard,2
191,Richard Gasquet,Clay,1
359,Richard Gasquet,Grass,0
606,Richard Gasquet,Hard,2
607,Rinky Hijikata,Hard,2
608,Rio Noguchi,Hard,2
192,Roberto Bautista Agut,Clay,0
360,Roberto Bautista Agut,Grass,1
609,Roberto Bautista Agut,Hard,2
193,Roberto Carballes Baena,Clay,2
361,Roberto Carballes Baena,Grass,0
610,Roberto Carballes Baena,Hard,2
611,Roberto Quiroz,Hard,2
194,Robin Haase,Clay,0
362,Robin Haase,Grass,2
612,Rodrigo Pacheco Mendez,Hard,2
195,Roman Safiullin,Clay,1
613,Roman Safiullin,Hard,0
196,Rowland Phillips,Clay,0
363,Ryan Peniston,Grass,0
614,Ryan Peniston,Hard,2
615,Salvatore Caruso,Hard,1
197,Sam Querrey,Clay,0
364,Sam Querrey,Grass,1
616,Sam Querrey,Hard,0
617,Sanjar Fayziev,Hard,2
198,Santiago Fa Rodriguez Taverna,Clay,2
199,Sebastian Baez,Clay,2
365,Sebastian Baez,Grass,1
618,Sebastian Baez,Hard,1
200,Sebastian Dominko,Clay,0
201,Sebastian Korda,Clay,0
366,Sebastian Korda,Grass,0
619,Sebastian Korda,Hard,0
202,Sebastian Ofner,Clay,2
620,Seong Chan Hong,Hard,2
621,Sergey Fomin,Hard,2
622,Shintaro Mochizuki,Hard,1
623,Sho Shimabukuro,Hard,0
203,Soon Woo Kwon,Clay,1
367,Soon Woo Kwon,Grass,0
624,Soon Woo Kwon,Hard,2
204,Stan Wawrinka,Clay,1
368,Stan Wawrinka,Grass,0
625,Stan Wawrinka,Hard,2
369,Stefan Kozlov,Grass,2
626,Stefan Kozlov,Hard,1
205,Stefano Travaglia,Clay,2
627,Stefano Travaglia,Hard,2
206,Stefanos Tsitsipas,Clay,0
370,Stefanos Tsitsipas,Grass,1
628,Stefanos Tsitsipas,Hard,0
207,Steve Johnson,Clay,0
371,Steve Johnson,Grass,0
629,Steve Johnson,Hard,0
208,Steven Diez,Clay,2
209,Stylianos Christodoulou,Clay,1
630,Sylvestre Monnou,Hard,2
210,Tallon Griekspoor,Clay,0
372,Tallon Griekspoor,Grass,1
631,Tallon Griekspoor,Hard,2
211,Taro Daniel,Clay,0
373,Taro Daniel,Grass,0
632,Taro Daniel,Hard,2
212,Taylor Fritz,Clay,0
374,Taylor Fritz,Grass,1
633,Taylor Fritz,Hard,0
634,Tennys Sandgren,Hard,2
213,Thanasi Kokkinakis,Clay,0
375,Thanasi Kokkinakis,Grass,1
635,Thanasi Kokkinakis,Hard,0
214,Thiago Monteiro,Clay,0
376,Thiago Monteiro,Grass,1
636,Thiago Monteiro,Hard,0
215,Thiago Seyboth Wild,Clay,2
637,Thomas Fabbiano,Hard,2
377,Tim Van Rijthoven,Grass,1
638,Tim Van Rijthoven,Hard,0
639,Timofey Skatov,Hard,1
640,Tomas Barrios Vera,Hard,1
216,Tomas Machac,Clay,1
641,Tomas Machac,Hard,2
217,Tomas Martin Etcheverry,Clay,2
378,Tomas Martin Etcheverry,Grass,0
642,Tomas Martin Etcheverry,Hard,2
218,Tommy Paul,Clay,2
379,Tommy Paul,Grass,0
643,Tommy Paul,Hard,2
219,Tommy Robredo,Clay,1
644,Tung Lin Wu,Hard,2
220,Ugo Humbert,Clay,2
380,Ugo Humbert,Grass,1
645,Ugo Humbert,Hard,2
646,Vasek Pospisil,Hard,0
647,Viktor Durasovic,Hard,2
221,Vit Kopriva,Clay,1
648,Vit Kopriva,Hard,2
222,Vitaliy Sachko,Clay,1
381,William Blumberg,Grass,1
223,Yannick Hanfmann,Clay,0
649,Yannick Hanfmann,Hard,1
650,Yasutaka Uchiyama,Hard,0
651,Yibing Wu,Hard,2
224,Yoshihito Nishioka,Clay,2
382,Yoshihito Nishioka,Grass,0
652,Yoshihito Nishioka,Hard,2
225,Yosuke Watanuki,Clay,1
653,Yosuke Watanuki,Hard,2
654,Yshai Oliel,Hard,1
383,Yuki Bhambri,Grass,0
655,Yuki Bhambri,Hard,1
656,Yunseong Chung,Hard,2
657,Yuta Shimizu,Hard,2
658,Zachary Svajda,Hard,2
226,Zdenek Kolar,Clay,0
384,Zdenek Kolar,Grass,0
659,Zhizhen Zhang,Hard,0
385,Zizou Bergs,Grass,1
660,Zizou Bergs,Hard,0
661,Zsombor Piros,Hard,2
