"date","tournament","surface","five_set","player_A_name","player_B_name","player_A_elo_before","player_B_elo_before","player_A_win","elo_difference","player_A_cluster","player_B_cluster","predict_proba_R","predict_R"
20231002,"Shanghai Masters","Hard",FALSE,"Dusan Lajovic","Stan Wawrinka",1535.49358101137,1576.74109695084,1,-41.2475159394676,2,0,0.48715683812822,0
20230102,"United Cup","Hard",FALSE,"Matteo Berrettini","Stefanos Tsitsipas",1501.90571670828,1543.06430497224,0,-41.1585882639554,2,2,0.422456230047321,0
20230724,"Umag","Clay",FALSE,"Filip Misolic","Stan Wawrinka",1519.52029018253,1560.65557607866,0,-41.1352858961225,2,1,0.45471037230393,0
20230220,"Marseille","Hard",FALSE,"Zizou Bergs","Stan Wawrinka",1459.66938122252,1500.66515922381,0,-40.9957780012933,0,0,0.457138382282281,0
20230717,"Gstaad","Clay",FALSE,"Pedro Cachin","Roberto Bautista Agut",1467.47960647371,1508.43857563641,1,-40.9589691626948,1,2,0.407931801475511,0
20230213,"Buenos Aires","Clay",FALSE,"Jaume Munar","Francisco Cerundolo",1473.51383090557,1514.33791524472,0,-40.8240843391579,2,2,0.422919686475612,0
20230306,"Indian Wells Masters","Hard",FALSE,"Brandon Nakashima","John Isner",1467.79280779924,1508.57485296019,1,-40.7820451609455,2,2,0.422977941528699,0
20230821,"Winston-Salem","Hard",FALSE,"Ilya Ivashka","Zhizhen Zhang",1455.77532621575,1496.43579085309,0,-40.6604646373435,1,2,0.408341208341725,0
20230807,"Canada Masters","Hard",FALSE,"Vasek Pospisil","Matteo Arnaldi",1484.98362119022,1525.63017218061,0,-40.6465509903821,0,0,0.4576304882762,0
20230522,"Lyon","Clay",FALSE,"Diego Schwartzman","Brandon Nakashima",1432.36943784221,1472.81928904177,0,-40.4498511995607,2,1,0.455675492543041,0
20230821,"Winston-Salem","Hard",FALSE,"Sebastian Korda","Marton Fucsovics",1536.66902496446,1577.04422253177,1,-40.3751975673158,2,0,0.488394301536238,0
20230529,"Roland Garros","Clay",TRUE,"Yoshihito Nishioka","J J Wolf",1489.10045607803,1529.47160470306,1,-40.3711486250313,2,1,0.413588359175076,0
20230227,"Santiago","Clay",FALSE,"Tomas Martin Etcheverry","Dusan Lajovic",1506.02513401149,1546.38181428224,1,-40.3566802707458,1,2,0.408757987261955,0
20230227,"Dubai","Hard",FALSE,"Pavel Kotov","Alexei Popyrin",1476.22851632166,1516.5393248372,1,-40.3108085155397,2,2,0.423631095655297,0
20230206,"Cordoba","Clay",FALSE,"Sebastian Baez","Luciano Darderi",1474.78204794384,1515,1,-40.2179520561604,2,0,0.488617384252938,0
20230116,"Australian Open","Hard",TRUE,"Mikael Ymer","Yoshihito Nishioka",1501.88111906375,1542.05488723105,0,-40.1737681673058,1,0,0.431131248546937,0
20230227,"Santiago","Clay",FALSE,"Tomas Martin Etcheverry","Sebastian Baez",1509.63507009262,1549.50913053849,1,-39.8740604458715,1,2,0.409420390210383,0
20230424,"Madrid Masters","Clay",FALSE,"Daniel Altmaier","Oscar Otte",1425.00295562588,1464.76485193674,1,-39.7618963108687,1,1,0.441564393922195,0
20231023,"Vienna","Hard",FALSE,"Jiri Lehecka","Karen Khachanov",1593.76575894498,1633.46756068607,0,-39.7018017410917,2,2,0.424475600213692,0
20230529,"Roland Garros","Clay",TRUE,"Max Purcell","Yoshihito Nishioka",1482.01050724173,1521.67466706386,0,-39.6641598221352,2,2,0.383897630472815,0
20230109,"Auckland","Hard",FALSE,"Jiri Lehecka","Cameron Norrie",1514.89621041187,1554.5538028686,0,-39.6575924567348,2,2,0.424536922088338,0
20230703,"Wimbledon","Grass",TRUE,"Mikael Ymer","Alex Molcan",1487.29795392876,1526.91139459297,1,-39.6134406642047,2,1,0.415415119400829,0
20230612,"s Hertogenbosch","Grass",FALSE,"Ilya Ivashka","Mackenzie Mcdonald",1450.14324352421,1489.68517799536,0,-39.541934471152,1,2,0.409876429282185,0
20230227,"Santiago","Clay",FALSE,"Jaume Munar","Lorenzo Musetti",1464.56013354083,1503.92026029735,1,-39.3601267565257,2,2,0.424949591534352,0
20230206,"Cordoba","Clay",FALSE,"Joao Sousa","Tomas Martin Etcheverry",1448.80285469029,1488.05078601565,1,-39.247931325355,0,1,0.427305279158492,0
20230821,"Winston-Salem","Hard",FALSE,"Marco Cecchinato","Max Purcell",1459.74287149331,1498.98416363526,0,-39.241292141948,0,2,0.395625476084012,0
20230424,"Madrid Masters","Clay",FALSE,"Yoshihito Nishioka","Alex Molcan",1500.31148901918,1539.46160497503,1,-39.1501159558488,2,2,0.425240999228108,0
20230203,"Davis Cup QLS R1: FRA vs HUN","Hard",FALSE,"Zsombor Piros","Benjamin Bonzi",1500,1539.11101769845,1,-39.1110176984464,1,2,0.410468348030384,0
20230925,"Astana","Hard",FALSE,"Sebastian Ofner","Alexander Bublik",1487.1461009288,1526.20656357737,1,-39.0604626485695,0,2,0.39587099412195,0
20230410,"Monte Carlo Masters","Clay",FALSE,"Matteo Berrettini","Francisco Cerundolo",1489.37924075037,1528.21907609492,1,-38.8398353445491,1,2,0.410840984408167,0
20230626,"Eastbourne","Grass",FALSE,"Mikael Ymer","Mackenzie Mcdonald",1446.46448901634,1485.27278485994,0,-38.8082958435937,2,2,0.425715414476412,0
20230213,"Buenos Aires","Clay",FALSE,"Dusan Lajovic","Sebastian Baez",1484.28191862128,1523.07125644209,1,-38.7893378208134,2,2,0.425741730501011,0
20230410,"Monte Carlo Masters","Clay",FALSE,"Roberto Bautista Agut","Alexander Zverev",1472.51808106332,1511.2634787791,0,-38.7453977157761,2,1,0.45807686148049,0
20230724,"Umag","Clay",FALSE,"Juan Manuel Cerundolo","Fabian Marozsan",1454.32650402419,1493.02971364391,0,-38.7032096197154,2,1,0.458136324583781,0
20230206,"Cordoba","Clay",FALSE,"Joao Sousa","Cristian Garin",1447.39607118042,1486.02697221096,1,-38.6309010305411,0,1,0.428162821030715,0
20231106,"Sofia","Hard",FALSE,"Jurij Rodionov","Marton Fucsovics",1477.0240094627,1515.62262128375,0,-38.5986118210519,2,0,0.490914974667225,0
20230619,"Queen's Club","Grass",FALSE,"Jordan Thompson","Alexei Popyrin",1477.66259591956,1516.2608667161,1,-38.5982707965391,0,0,0.460518413679503,0
20230619,"Queen's Club","Grass",FALSE,"Jiri Lehecka","Alejandro Davidovich Fokina",1549.7893551785,1588.15580634067,1,-38.36645116217,0,2,0.396813762343111,0
20230522,"Lyon","Clay",FALSE,"Pablo Llamas Ruiz","Felix Auger Aliassime",1500,1538.31656721452,0,-38.3165672145228,2,1,0.458681343059912,0
20230213,"Rotterdam","Hard",FALSE,"Aslan Karatsev","Grigor Dimitrov",1500.45893609052,1538.62502030867,0,-38.1660842181518,0,2,0.397086090406357,0
20230529,"Roland Garros","Clay",TRUE,"Alexander Bublik","Giulio Zeppieri",1426.91307949821,1464.92832245767,0,-38.0152429594616,1,1,0.40451103099351,0
20230203,"Davis Cup QLS R1: GER vs SUI","Hard",FALSE,"Alexander Zverev","Stan Wawrinka",1460.34614926159,1498.29767301375,1,-37.9515237521589,2,0,0.491833204160653,0
20230920,"Chengdu","Hard",FALSE,"Miomir Kecmanovic","Benjamin Lock",1462.0687846707,1500,1,-37.9312153293013,0,1,0.429135758576065,0
