"date","tournament","surface","five_set","player_A_name","player_B_name","player_A_elo_before","player_B_elo_before","player_A_win","elo_difference","surface_cluster_A","surface_cluster_B","predict_proba_R","predict_R"
20240617,"Queen's Club","Grass",FALSE,"Brandon Nakashima","Lorenzo Musetti",1563.26641840135,1637.68620814198,0,-74.4197897406239,1,1,0.478497422478077,0
20220725,"Kitzbuhel","Clay",FALSE,"Albert Ramos","Roberto Bautista Agut",1536.66586035807,1611.05372981463,0,-74.3878694565562,2,1,0.459339127367355,0
20230724,"Umag","Clay",FALSE,"Marco Cecchinato","Lorenzo Sonego",1470.52229049141,1544.82507517489,0,-74.3027846834786,2,1,0.459430897457148,0
20220509,"Rome Masters","Clay",FALSE,"David Goffin","Hubert Hurkacz",1559.24248033595,1633.51993077307,1,-74.2774504371232,1,1,0.423500178349318,0
20221010,"Gijon","Hard",FALSE,"Marcos Giron","Albert Ramos",1460.91012626601,1535.13269527907,1,-74.222569013059,1,2,0.512791316475883,1
20240926,"Beijing","Hard",FALSE,"Roberto Bautista Agut","Jiri Lehecka",1602.92817382128,1677.02141936433,0,-74.0932455430534,1,1,0.402359311399333,0
20220620,"Eastbourne","Grass",FALSE,"Thiago Monteiro","Taylor Fritz",1521.87707301171,1595.81490925458,0,-73.9378362428722,2,1,0.0839125615309436,0
20231016,"Antwerp","Hard",FALSE,"Juan Pablo Varillas","Fabian Marozsan",1506.72872861266,1580.6161286386,1,-73.8874000259473,2,1,0.318968229145943,0
20240918,"Chengdu","Hard",FALSE,"Alibek Kachmazov","Nicolas Jarry",1485.86127698268,1559.67047904071,1,-73.8092020580305,3,1,0.494532915450679,0
20240212,"Buenos Aires","Clay",FALSE,"Mariano Navone","Luciano Darderi",1484.05697955285,1557.7880467593,0,-73.7310672064539,2,2,0.506950078079485,1
20241028,"Paris Masters","Hard",FALSE,"Giovanni Mpetshi Perricard","Frances Tiafoe",1608.84947942237,1682.54460059474,1,-73.6951211723779,1,1,0.402775155556194,0
20221003,"Astana","Hard",FALSE,"Pavel Kotov","Alejandro Davidovich Fokina",1474.13686041773,1547.81429268656,1,-73.677432268825,2,1,0.319166346941566,0
20240819,"Winston-Salem","Hard",FALSE,"David Goffin","Arthur Rinderknech",1471.22986300134,1544.84440641803,1,-73.6145434166856,1,1,0.402859336712771,0
20240212,"Delray Beach","Hard",FALSE,"Constant Lestienne","Aleksandar Vukic",1374.36027958216,1447.91047658254,1,-73.5501970003802,0,1,0.117232304061221,0
20220131,"Cordoba","Clay",FALSE,"Roberto Carballes Baena","Lorenzo Sonego",1456.39663813788,1529.88501071665,0,-73.4883725787729,2,1,0.460309438218409,0
20220718,"Hamburg","Clay",FALSE,"Francisco Cerundolo","Andrey Rublev",1590.80995924048,1664.2468426858,1,-73.436883445323,1,1,0.424391696796158,0
20230403,"Houston","Clay",FALSE,"Facundo Bagnis","Steve Johnson",1392.37314527977,1465.78696247282,0,-73.4138171930431,3,1,0.183703532284898,0
20230828,"Us Open","Hard",TRUE,"Otto Virtanen","Tomas Martin Etcheverry",1441.17216585246,1514.58075180737,0,-73.4085859549073,1,1,0.352537705770456,0
20240401,"Marrakech","Clay",FALSE,"Abedallah Shelbayh","Flavio Cobolli",1430.61903130812,1503.98983990266,0,-73.3708085945366,3,2,0.213607719926744,0
20220822,"Winston-Salem","Hard",FALSE,"Lorenzo Sonego","Alejandro Tabilo",1438.92834806483,1512.28741622993,1,-73.3590681650937,1,1,0.403126274520969,0
20240819,"Winston-Salem","Hard",FALSE,"Learner Tien","Fabian Marozsan",1496.23167497439,1569.56035560042,1,-73.3286806260305,3,1,0.495054578471981,0
20221107,"NextGen Finals","Hard",FALSE,"Dominic Stricker","Jack Draper",1528.05690391016,1601.28187060612,1,-73.2249666959581,3,1,0.495167173699013,0
20230814,"Cincinnati Masters","Hard",FALSE,"Brandon Nakashima","Stan Wawrinka",1514.27992732616,1587.44978613257,0,-73.1698588064087,1,1,0.403324010244794,0
20221010,"Florence","Hard",FALSE,"Bernabe Zapata Miralles","Lorenzo Musetti",1474.59579070422,1547.74317353249,0,-73.1473828282703,2,1,0.319666772553235,0
20220829,"Us Open","Hard",TRUE,"Zhizhen Zhang","Tim Van Rijthoven",1500,1573.08597139142,0,-73.0859713914169,1,1,0.353073604186309,0
20220214,"Delray Beach","Hard",FALSE,"John Millman","Reilly Opelka",1480.38941083889,1553.43302170255,0,-73.0436108636595,1,1,0.403455964794249,0
20240624,"Eastbourne","Grass",FALSE,"Aleksandar Vukic","Fabian Marozsan",1509.26092048111,1582.28581153667,1,-73.0248910555586,1,1,0.480009306173645,0
20221024,"Basel","Hard",FALSE,"David Goffin","Brandon Nakashima",1538.45823030044,1611.47131191052,0,-73.0130816100796,1,1,0.403487876116693,0
20220822,"Winston-Salem","Hard",FALSE,"Joao Sousa","Laslo Djere",1459.06643540089,1531.98388862899,0,-72.9174532281002,3,1,0.495501023192468,0
20220822,"Winston-Salem","Hard",FALSE,"Soon Woo Kwon","Jason Kubler",1459.32564066707,1532.11422426499,0,-72.7885835979228,2,1,0.32000575488153,0
20220711,"Bastad","Clay",FALSE,"Aslan Karatsev","Hugo Gaston",1423.32408583163,1496.03088826498,1,-72.7068024333507,1,2,0.471618850800357,0
20230203,"Davis Cup QLS R1: GBR vs COL","Clay",FALSE,"Nicolas Mejia","Daniel Evans",1490.95665325383,1563.59215390353,1,-72.635500649702,2,3,0.551246485086214,1
20230529,"Roland Garros","Clay",TRUE,"Lorenzo Musetti","Cameron Norrie",1619.9510187635,1692.49450596461,1,-72.5434872011042,1,1,0.374353182134051,0
20230213,"Rotterdam","Hard",FALSE,"Grigor Dimitrov","Hubert Hurkacz",1607.05660437489,1679.5874889814,1,-72.5308846065059,1,1,0.403992010486981,0
20221017,"Antwerp","Hard",FALSE,"Luca Van Assche","Yoshihito Nishioka",1500,1572.49566790498,0,-72.4956679049806,1,1,0.404028837315547,0
20230916,"Davis Cup WG1 R1: BIH vs GER","Clay",FALSE,"Daniel Altmaier","Nerman Fatic",1442.50852845958,1515,1,-72.4914715404175,1,3,0.51510455331815,1
20220913,"Davis Cup Finals RR: AUS vs BEL","Hard",FALSE,"Zizou Bergs","Jason Kubler",1472.39905996856,1544.84502013615,0,-72.4459601675901,0,1,0.117729511329006,0
20220926,"Sofia","Hard",FALSE,"Jan Lennard Struff","Lorenzo Musetti",1447.21493791549,1519.58920176875,0,-72.3742638532603,1,1,0.404155800312773,0
20240318,"Miami Masters","Hard",FALSE,"Emilio Nava","Roberto Bautista Agut",1438.88667711135,1511.24864342264,0,-72.3619663112959,0,1,0.117767406125903,0
20230821,"Winston-Salem","Hard",FALSE,"Sebastian Baez","Jiri Lehecka",1557.5136721114,1629.58935473654,1,-72.0756826251427,1,1,0.40446810777365,0
20220822,"Winston-Salem","Hard",FALSE,"Daniel Altmaier","Soon Woo Kwon",1375.32203756196,1447.39333291205,0,-72.071295350089,1,2,0.515125208151918,1
20220620,"Eastbourne","Grass",FALSE,"Cristian Garin","Alex De Minaur",1518.81263602738,1590.81330858158,0,-72.0006725541919,1,1,0.481119656841242,0
20240819,"Winston-Salem","Hard",FALSE,"Federico Coria","Dominic Stricker",1423.51750250248,1495.51190499472,0,-71.994402492242,2,3,0.428868785282346,0
20220801,"Washington","Hard",FALSE,"Christopher Eubanks","Benjamin Bonzi",1476.3991855082,1548.36289597795,1,-71.963710469754,1,1,0.404585247423711,0
20220711,"Newport","Grass",FALSE,"James Duckworth","Liam Broady",1405.53068079643,1477.46789209698,1,-71.9372113005484,0,1,0.117882570394634,0
20230522,"Geneva","Clay",FALSE,"Vitaliy Sachko","Bernabe Zapata Miralles",1481.36077318899,1553.28110653906,0,-71.9203333500759,0,2,0.072128428101941,0
20220613,"Queen's Club","Grass",FALSE,"Alejandro Davidovich Fokina","Alex De Minaur",1497.62749618744,1569.53171236704,1,-71.9042161796062,1,1,0.481224234542639,0
20240203,"Davis Cup WG1 PO: MEX vs DEN","Clay",FALSE,"Ernesto Escobedo","Elmer Moller",1427.19181560655,1499.09541731293,0,-71.9036017063725,0,3,0.084615694178326,0
20231127,"NextGen Finals","Hard",FALSE,"Abedallah Shelbayh","Alex Michelsen",1428.72031559326,1500.61166907607,1,-71.8913534828096,3,1,0.496615027378989,0
20240226,"Acapulco","Hard",FALSE,"Yoshihito Nishioka","Jack Draper",1591.3940730978,1663.21612544368,0,-71.8220523458713,1,1,0.40473345861879,0
20230220,"Doha","Hard",FALSE,"Ilya Ivashka","Botic Van De Zandschulp",1510.94259658213,1582.71452992119,0,-71.7719333390548,1,1,0.404785900281175,0
20231002,"Shanghai Masters","Hard",FALSE,"Denis Yevseyev","Marton Fucsovics",1500,1571.65774481789,0,-71.6577448178871,0,2,0.173173127765813,0
20240226,"Dubai","Hard",FALSE,"Pavel Kotov","Sebastian Korda",1581.90967716449,1653.52723718078,0,-71.617560016286,2,1,0.321113423552102,0
20230417,"Barcelona","Clay",FALSE,"Nuno Borges","Ilya Ivashka",1461.49882715536,1533.07860708014,1,-71.5797799247796,2,1,0.46236927484194,0
20230920,"Zhuhai","Hard",FALSE,"Aslan Karatsev","Matteo Arnaldi",1520.46144578995,1591.95993741013,1,-71.4984916201781,1,2,0.515746529235893,1
20240318,"Miami Masters","Hard",FALSE,"Daniel Altmaier","Harold Mayot",1459.6089302359,1531.0749163997,1,-71.4659861638054,1,3,0.519888032680086,1
20241028,"Paris Masters","Hard",FALSE,"Arthur Rinderknech","Alex Michelsen",1546.35435687006,1617.80114543087,1,-71.4467885608101,1,1,0.405126165926332,0
20230213,"Delray Beach","Hard",FALSE,"Nuno Borges","Miomir Kecmanovic",1493.2770879403,1564.71891250929,0,-71.4418245689856,2,2,0.425431797933426,0
20220808,"Canada Masters","Hard",FALSE,"Botic Van De Zandschulp","Cameron Norrie",1590.8205372285,1662.17224690984,0,-71.3517096813378,1,1,0.405225683695595,0
