,tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points,result,player,rate_1stWon,bpSaved_rate,return_points_won,return_rate,return_pts_won_pct,serve_won_pct
45,2023-580,Australian Open,Hard,128,G,20230116,144,105777,27.0,0,Grigor Dimitrov,R,191.0,BUL,31.6,106234,0.0,0,Aslan Karatsev,R,185.0,RUS,29.3,7-6(3) 7-5 6-2,5,R128,139.0,15.0,4.0,86.0,57.0,49.0,20.0,16.0,1.0,1.0,9.0,11.0,114.0,66.0,50.0,18.0,16.0,8.0,11.0,28.0,1395.0,82.0,635.0,1,Grigor Dimitrov,0.8596491228070176,1.0,46.0,0.40350877192982454,40.35087719298245,85.96491228070175
46,2023-580,Australian Open,Hard,128,G,20230116,147,104925,4.0,0,Novak Djokovic,R,188.0,SRB,35.6,106148,0.0,0,Roberto Carballes Baena,R,183.0,ESP,29.8,6-3 6-4 6-0,5,R128,122.0,9.0,1.0,70.0,45.0,39.0,16.0,13.0,3.0,3.0,4.0,1.0,78.0,39.0,26.0,14.0,12.0,4.0,9.0,5.0,5070.0,75.0,695.0,1,Novak Djokovic,0.8666666666666667,1.0,38.0,0.48717948717948717,48.717948717948715,86.66666666666667
47,2023-580,Australian Open,Hard,128,G,20230116,148,126203,8.0,0,Taylor Fritz,R,196.0,USA,25.2,105932,0.0,0,Nikoloz Basilashvili,R,185.0,GEO,30.8,6-4 6-2 4-6 7-5,5,R128,144.0,32.0,2.0,101.0,67.0,56.0,20.0,20.0,2.0,4.0,9.0,11.0,125.0,68.0,50.0,26.0,20.0,3.0,8.0,9.0,3545.0,90.0,595.0,1,Taylor Fritz,0.835820895522388,0.5,49.0,0.392,39.2,83.5820895522388
48,2023-580,Australian Open,Hard,128,G,20230116,150,210097,0.0,0,Ben Shelton,L,193.0,USA,20.2,111190,0.0,0,Zhizhen Zhang,R,193.0,CHN,26.2,4-6 6-3 6-2 2-6 7-6(4),5,R128,211.0,18.0,8.0,143.0,81.0,66.0,36.0,24.0,5.0,8.0,12.0,2.0,149.0,94.0,72.0,26.0,23.0,3.0,6.0,89.0,604.0,96.0,567.0,1,Ben Shelton,0.8148148148148148,0.625,51.0,0.3422818791946309,34.22818791946309,81.48148148148148
49,2023-580,Australian Open,Hard,128,G,20230116,155,100644,12.0,0,Alexander Zverev,R,198.0,GER,25.7,122669,0.0,LL,Juan Pablo Varillas,R,185.0,PER,27.2,4-6 6-1 5-7 7-6(3) 6-4,5,R128,246.0,21.0,5.0,145.0,107.0,89.0,16.0,26.0,3.0,7.0,15.0,0.0,178.0,109.0,76.0,34.0,25.0,13.0,18.0,13.0,2560.0,103.0,546.0,1,Alexander Zverev,0.8317757009345794,0.42857142857142855,68.0,0.38202247191011235,38.20224719101123,83.17757009345794
50,2023-580,Australian Open,Hard,128,G,20230116,161,126205,0.0,0,Tommy Paul,R,185.0,USA,25.6,105526,0.0,Q,Jan Lennard Struff,R,193.0,GER,32.7,6-1 7-6(6) 6-2,5,R128,103.0,20.0,1.0,79.0,54.0,45.0,15.0,14.0,2.0,3.0,8.0,6.0,79.0,43.0,30.0,13.0,13.0,5.0,10.0,35.0,1160.0,167.0,351.0,1,Tommy Paul,0.8333333333333334,0.6666666666666666,36.0,0.45569620253164556,45.56962025316456,83.33333333333334
51,2023-580,Australian Open,Hard,128,G,20230116,163,134770,2.0,0,Casper Ruud,R,183.0,NOR,24.0,207830,0.0,0,Tomas Machac,R,183.0,CZE,22.2,6-3 7-6(6) 6-7(5) 6-3,5,R128,195.0,11.0,3.0,133.0,87.0,60.0,33.0,21.0,3.0,4.0,10.0,1.0,152.0,97.0,72.0,21.0,21.0,9.0,13.0,3.0,5720.0,110.0,512.0,1,Casper Ruud,0.6896551724137931,0.75,59.0,0.3881578947368421,38.81578947368421,68.96551724137932
52,2023-580,Australian Open,Hard,128,G,20230116,167,126207,16.0,0,Frances Tiafoe,R,188.0,USA,24.9,209992,0.0,Q,Juncheng Shang,L,180.0,CHN,17.9,6-4 6-4 6-1,5,R64,118.0,20.0,1.0,78.0,50.0,39.0,18.0,14.0,4.0,4.0,1.0,3.0,97.0,62.0,35.0,18.0,13.0,11.0,16.0,17.0,2260.0,194.0,289.0,1,Frances Tiafoe,0.78,1.0,44.0,0.4536082474226804,45.36082474226804,78.0
53,2023-580,Australian Open,Hard,128,G,20230116,171,106421,7.0,0,Daniil Medvedev,R,198.0,RUS,26.9,105357,0.0,WC,John Millman,R,183.0,AUS,33.5,7-5 6-2 6-2,5,R64,139.0,10.0,3.0,98.0,67.0,50.0,10.0,14.0,4.0,7.0,0.0,1.0,81.0,53.0,28.0,10.0,14.0,5.0,13.0,8.0,3860.0,140.0,410.0,1,Daniil Medvedev,0.746268656716418,0.5714285714285714,43.0,0.5308641975308642,53.086419753086425,74.6268656716418
54,2023-580,Australian Open,Hard,128,G,20230116,172,126774,3.0,0,Stefanos Tsitsipas,R,193.0,GRE,24.4,208014,0.0,WC,Rinky Hijikata,R,178.0,AUS,21.8,6-3 6-0 6-2,5,R64,92.0,6.0,1.0,71.0,47.0,37.0,16.0,12.0,5.0,5.0,3.0,0.0,56.0,34.0,17.0,10.0,11.0,3.0,9.0,4.0,5715.0,169.0,344.0,1,Stefanos Tsitsipas,0.7872340425531915,1.0,29.0,0.5178571428571429,51.78571428571429,78.72340425531915
55,2023-580,Australian Open,Hard,128,G,20230116,175,206173,15.0,0,Jannik Sinner,R,191.0,ITA,21.4,144869,0.0,0,Tomas Martin Etcheverry,R,196.0,ARG,23.4,6-3 6-2 6-2,5,R64,104.0,6.0,3.0,68.0,42.0,37.0,16.0,13.0,0.0,0.0,6.0,1.0,65.0,40.0,24.0,11.0,12.0,0.0,5.0,16.0,2375.0,79.0,649.0,1,Jannik Sinner,0.8809523809523809,0.0,30.0,0.46153846153846156,46.15384615384615,88.09523809523809
56,2023-580,Australian Open,Hard,128,G,20230116,179,200000,6.0,0,Felix Auger Aliassime,R,193.0,CAN,22.4,144684,0.0,0,Alex Molcan,L,178.0,SVK,25.1,3-6 3-6 6-3 6-2 6-2,5,R64,182.0,23.0,5.0,110.0,70.0,61.0,21.0,22.0,2.0,5.0,4.0,5.0,121.0,74.0,56.0,21.0,21.0,6.0,11.0,7.0,3895.0,53.0,850.0,1,Felix Auger Aliassime,0.8714285714285714,0.4,44.0,0.36363636363636365,36.36363636363637,87.14285714285714
57,2023-580,Australian Open,Hard,128,G,20230116,180,126094,5.0,0,Andrey Rublev,R,188.0,RUS,25.2,200325,0.0,0,Emil Ruusuvuori,R,188.0,FIN,23.7,6-2 6-4 6-7(2) 6-3,5,R64,162.0,16.0,3.0,138.0,94.0,72.0,21.0,20.0,8.0,9.0,9.0,2.0,122.0,79.0,55.0,21.0,19.0,9.0,14.0,6.0,3930.0,46.0,941.0,1,Andrey Rublev,0.7659574468085106,0.8888888888888888,46.0,0.3770491803278688,37.704918032786885,76.59574468085107
58,2023-580,Australian Open,Hard,128,G,20230116,182,200005,0.0,0,Ugo Humbert,L,188.0,FRA,24.5,106045,0.0,LL,Denis Kudla,R,180.0,USA,30.4,6-2 6-7(5) 6-2 6-4,5,R64,174.0,18.0,2.0,123.0,82.0,62.0,21.0,19.0,6.0,7.0,5.0,5.0,121.0,73.0,47.0,22.0,19.0,7.0,13.0,106.0,523.0,108.0,522.0,1,Ugo Humbert,0.7560975609756098,0.8571428571428571,52.0,0.4297520661157025,42.97520661157025,75.60975609756098
59,2023-580,Australian Open,Hard,128,G,20230116,183,208029,9.0,0,Holger Rune,R,188.0,DEN,19.7,202195,0.0,0,Maxime Cressy,R,201.0,USA,25.6,7-5 6-4 6-4,5,R64,127.0,10.0,5.0,92.0,61.0,52.0,15.0,16.0,1.0,2.0,10.0,14.0,84.0,47.0,37.0,17.0,16.0,3.0,7.0,10.0,2876.0,41.0,992.0,1,Holger Rune,0.8524590163934426,0.5,30.0,0.35714285714285715,35.714285714285715,85.24590163934425
60,2023-580,Australian Open,Hard,128,G,20230116,185,200282,22.0,0,Alex De Minaur,R,183.0,AUS,23.9,105173,0.0,0,Adrian Mannarino,L,180.0,FRA,34.5,7-6(3) 4-6 6-4 6-1,5,R64,208.0,3.0,5.0,122.0,68.0,49.0,30.0,20.0,2.0,6.0,2.0,3.0,123.0,83.0,51.0,19.0,19.0,3.0,9.0,24.0,1710.0,45.0,971.0,1,Alex De Minaur,0.7205882352941176,0.3333333333333333,53.0,0.43089430894308944,43.08943089430895,72.05882352941177
61,2023-580,Australian Open,Hard,128,G,20230116,186,105777,27.0,0,Grigor Dimitrov,R,191.0,BUL,31.6,111513,0.0,0,Laslo Djere,R,188.0,SRB,27.6,6-3 6-2 6-0,5,R64,94.0,9.0,2.0,62.0,37.0,32.0,16.0,12.0,0.0,0.0,4.0,7.0,73.0,35.0,22.0,13.0,11.0,6.0,12.0,28.0,1395.0,68.0,758.0,1,Grigor Dimitrov,0.8648648648648649,0.0,38.0,0.5205479452054794,52.054794520547944,86.48648648648648
62,2023-580,Australian Open,Hard,128,G,20230116,187,104925,4.0,0,Novak Djokovic,R,188.0,SRB,35.6,111505,0.0,Q,Enzo Couacaud,R,183.0,FRA,27.8,6-1 6-7(5) 6-2 6-0,5,R64,184.0,9.0,6.0,106.0,64.0,54.0,24.0,17.0,1.0,1.0,7.0,2.0,140.0,92.0,53.0,20.0,16.0,14.0,21.0,5.0,5070.0,191.0,302.0,1,Novak Djokovic,0.84375,1.0,67.0,0.4785714285714286,47.85714285714286,84.375
63,2023-580,Australian Open,Hard,128,G,20230116,189,210097,0.0,0,Ben Shelton,L,193.0,USA,20.2,111797,0.0,Q,Nicolas Jarry,R,201.0,CHI,27.2,7-6(3) 7-6(3) 7-5,5,R64,158.0,8.0,6.0,104.0,60.0,49.0,31.0,18.0,0.0,1.0,10.0,3.0,107.0,72.0,57.0,20.0,18.0,5.0,7.0,89.0,604.0,154.0,370.0,1,Ben Shelton,0.8166666666666667,0.0,30.0,0.2803738317757009,28.037383177570092,81.66666666666667
64,2023-580,Australian Open,Hard,128,G,20230116,194,126205,0.0,0,Tommy Paul,R,185.0,USA,25.6,200221,30.0,0,Alejandro Davidovich Fokina,R,183.0,ESP,23.6,6-2 2-6 6-7(4) 6-3 6-4,5,R64,230.0,18.0,2.0,158.0,109.0,79.0,21.0,24.0,5.0,10.0,6.0,3.0,170.0,116.0,74.0,25.0,23.0,7.0,14.0,35.0,1160.0,32.0,1325.0,1,Tommy Paul,0.7247706422018348,0.5,71.0,0.4176470588235294,41.76470588235294,72.47706422018348
65,2023-580,Australian Open,Hard,128,G,20230116,200,126774,3.0,0,Stefanos Tsitsipas,R,193.0,GRE,24.4,134868,0.0,0,Tallon Griekspoor,R,188.0,NED,26.5,6-2 7-6(5) 6-3,5,R32,126.0,7.0,5.0,84.0,54.0,44.0,20.0,15.0,1.0,1.0,6.0,2.0,97.0,62.0,41.0,18.0,14.0,4.0,7.0,4.0,5715.0,63.0,789.0,1,Stefanos Tsitsipas,0.8148148148148148,1.0,38.0,0.3917525773195876,39.175257731958766,81.48148148148148
66,2023-580,Australian Open,Hard,128,G,20230116,201,206173,15.0,0,Jannik Sinner,R,191.0,ITA,21.4,105916,0.0,0,Marton Fucsovics,R,188.0,HUN,30.9,4-6 4-6 6-1 6-2 6-0,5,R32,213.0,6.0,5.0,135.0,80.0,57.0,25.0,21.0,7.0,12.0,3.0,4.0,118.0,85.0,45.0,14.0,20.0,4.0,14.0,16.0,2375.0,78.0,687.0,1,Jannik Sinner,0.7125,0.5833333333333334,59.0,0.5,50.0,71.25
67,2023-580,Australian Open,Hard,128,G,20230116,203,200000,6.0,0,Felix Auger Aliassime,R,193.0,CAN,22.4,202103,28.0,0,Francisco Cerundolo,R,185.0,ARG,24.4,6-1 3-6 6-1 6-4,5,R32,155.0,9.0,5.0,93.0,60.0,51.0,15.0,17.0,4.0,6.0,3.0,3.0,107.0,72.0,43.0,15.0,16.0,14.0,20.0,7.0,3895.0,29.0,1383.0,1,Felix Auger Aliassime,0.85,0.6666666666666666,49.0,0.45794392523364486,45.794392523364486,85.0
68,2023-580,Australian Open,Hard,128,G,20230116,204,126094,5.0,0,Andrey Rublev,R,188.0,RUS,25.2,105554,25.0,0,Daniel Evans,R,175.0,GBR,32.6,6-4 6-2 6-3,5,R32,129.0,10.0,1.0,81.0,51.0,41.0,20.0,14.0,4.0,4.0,3.0,3.0,97.0,67.0,43.0,13.0,13.0,11.0,15.0,6.0,3930.0,30.0,1380.0,1,Andrey Rublev,0.803921568627451,1.0,41.0,0.422680412371134,42.2680412371134,80.3921568627451
69,2023-580,Australian Open,Hard,128,G,20230116,205,208029,9.0,0,Holger Rune,R,188.0,DEN,19.7,200005,0.0,0,Ugo Humbert,L,188.0,FRA,24.5,6-4 6-2 7-6(5),5,R32,129.0,5.0,2.0,91.0,61.0,50.0,15.0,15.0,2.0,3.0,9.0,2.0,91.0,60.0,40.0,16.0,15.0,3.0,7.0,10.0,2876.0,106.0,523.0,1,Holger Rune,0.819672131147541,0.6666666666666666,35.0,0.38461538461538464,38.46153846153847,81.9672131147541
70,2023-580,Australian Open,Hard,128,G,20230116,206,200282,22.0,0,Alex De Minaur,R,183.0,AUS,23.9,126127,0.0,0,Benjamin Bonzi,R,183.0,FRA,26.6,7-6(0) 6-2 6-1,5,R32,128.0,8.0,4.0,74.0,39.0,31.0,20.0,14.0,3.0,6.0,6.0,2.0,111.0,70.0,37.0,17.0,13.0,15.0,22.0,24.0,1710.0,48.0,911.0,1,Alex De Minaur,0.7948717948717948,0.5,57.0,0.5135135135135135,51.35135135135135,79.48717948717949
71,2023-580,Australian Open,Hard,128,G,20230116,207,104925,4.0,0,Novak Djokovic,R,188.0,SRB,35.6,105777,27.0,0,Grigor Dimitrov,R,191.0,BUL,31.6,7-6(7) 6-3 6-4,5,R32,187.0,11.0,2.0,112.0,81.0,60.0,13.0,16.0,5.0,8.0,15.0,4.0,116.0,69.0,47.0,19.0,15.0,7.0,12.0,5.0,5070.0,28.0,1395.0,1,Novak Djokovic,0.7407407407407407,0.625,50.0,0.43103448275862066,43.103448275862064,74.07407407407408
72,2023-580,Australian Open,Hard,128,G,20230116,208,210097,0.0,0,Ben Shelton,L,193.0,USA,20.2,200615,0.0,WC,Alexei Popyrin,R,196.0,AUS,23.4,6-3 7-6(4) 6-4,5,R32,120.0,12.0,3.0,92.0,60.0,52.0,21.0,16.0,4.0,4.0,14.0,1.0,92.0,70.0,51.0,11.0,15.0,6.0,8.0,89.0,604.0,113.0,506.0,1,Ben Shelton,0.8666666666666667,1.0,30.0,0.32608695652173914,32.608695652173914,86.66666666666667
73,2023-580,Australian Open,Hard,128,G,20230116,211,126205,0.0,0,Tommy Paul,R,185.0,USA,25.6,202385,0.0,0,Jenson Brooksby,R,188.0,USA,22.2,6-1 6-4 6-3,5,R32,128.0,7.0,2.0,78.0,46.0,37.0,19.0,13.0,4.0,4.0,2.0,4.0,98.0,61.0,37.0,16.0,13.0,9.0,14.0,35.0,1160.0,39.0,1010.0,1,Tommy Paul,0.8043478260869565,1.0,45.0,0.45918367346938777,45.91836734693878,80.43478260869566
74,2023-580,Australian Open,Hard,128,G,20230116,214,126774,3.0,0,Stefanos Tsitsipas,R,193.0,GRE,24.4,206173,15.0,0,Jannik Sinner,R,191.0,ITA,21.4,6-4 6-4 3-6 4-6 6-3,5,R16,240.0,12.0,3.0,169.0,121.0,81.0,26.0,24.0,22.0,26.0,11.0,3.0,136.0,92.0,66.0,23.0,24.0,6.0,11.0,4.0,5715.0,16.0,2375.0,1,Stefanos Tsitsipas,0.6694214876033058,0.8461538461538461,47.0,0.34558823529411764,34.55882352941176,66.94214876033058
75,2023-580,Australian Open,Hard,128,G,20230116,216,126094,5.0,0,Andrey Rublev,R,188.0,RUS,25.2,208029,9.0,0,Holger Rune,R,188.0,DEN,19.7,6-3 3-6 6-3 4-6 7-6(9),5,R16,217.0,22.0,4.0,162.0,105.0,77.0,27.0,25.0,12.0,17.0,8.0,12.0,164.0,92.0,63.0,37.0,24.0,8.0,13.0,6.0,3930.0,10.0,2876.0,1,Andrey Rublev,0.7333333333333333,0.7058823529411765,64.0,0.3902439024390244,39.02439024390244,73.33333333333333
76,2023-580,Australian Open,Hard,128,G,20230116,217,104925,4.0,0,Novak Djokovic,R,188.0,SRB,35.6,200282,22.0,0,Alex De Minaur,R,183.0,AUS,23.9,6-2 6-1 6-2,5,R16,126.0,4.0,3.0,68.0,44.0,33.0,16.0,12.0,0.0,0.0,3.0,2.0,82.0,50.0,26.0,14.0,11.0,6.0,12.0,5.0,5070.0,24.0,1710.0,1,Novak Djokovic,0.75,0.0,42.0,0.5121951219512195,51.21951219512195,75.0
77,2023-580,Australian Open,Hard,128,G,20230116,218,210097,0.0,0,Ben Shelton,L,193.0,USA,20.2,200670,0.0,0,J J Wolf,R,183.0,USA,24.0,6-7(5) 6-2 6-7(4) 7-6(4) 6-2,5,R16,227.0,23.0,1.0,158.0,107.0,88.0,35.0,26.0,2.0,2.0,19.0,2.0,162.0,105.0,84.0,30.0,26.0,5.0,9.0,89.0,604.0,67.0,758.0,1,Ben Shelton,0.822429906542056,1.0,48.0,0.2962962962962963,29.629629629629626,82.2429906542056
78,2023-580,Australian Open,Hard,128,G,20230116,219,126205,0.0,0,Tommy Paul,R,185.0,USA,25.6,105138,24.0,0,Roberto Bautista Agut,R,183.0,ESP,34.7,6-2 4-6 6-2 7-5,5,R16,199.0,11.0,1.0,126.0,76.0,54.0,28.0,19.0,8.0,10.0,2.0,3.0,127.0,83.0,51.0,23.0,19.0,9.0,15.0,35.0,1160.0,25.0,1675.0,1,Tommy Paul,0.7105263157894737,0.8,53.0,0.41732283464566927,41.732283464566926,71.05263157894737
79,2023-580,Australian Open,Hard,128,G,20230116,221,126774,3.0,0,Stefanos Tsitsipas,R,193.0,GRE,24.4,208103,0.0,0,Jiri Lehecka,R,185.0,CZE,21.1,6-3 7-6(2) 6-4,5,QF,137.0,9.0,2.0,100.0,66.0,53.0,22.0,16.0,8.0,8.0,7.0,4.0,97.0,62.0,49.0,15.0,15.0,4.0,6.0,4.0,5715.0,71.0,717.0,1,Stefanos Tsitsipas,0.803030303030303,1.0,33.0,0.3402061855670103,34.02061855670103,80.3030303030303
80,2023-580,Australian Open,Hard,128,G,20230116,222,104925,4.0,0,Novak Djokovic,R,188.0,SRB,35.6,126094,5.0,0,Andrey Rublev,R,188.0,RUS,25.2,6-1 6-2 6-4,5,QF,123.0,14.0,5.0,88.0,56.0,45.0,16.0,13.0,5.0,5.0,6.0,3.0,92.0,64.0,39.0,9.0,12.0,9.0,14.0,5.0,5070.0,6.0,3930.0,1,Novak Djokovic,0.8035714285714286,1.0,44.0,0.4782608695652174,47.82608695652174,80.35714285714286
81,2023-580,Australian Open,Hard,128,G,20230116,223,126205,0.0,0,Tommy Paul,R,185.0,USA,25.6,210097,0.0,0,Ben Shelton,L,193.0,USA,20.2,7-6(6) 6-3 5-7 6-4,5,QF,186.0,7.0,3.0,117.0,77.0,66.0,27.0,22.0,2.0,4.0,24.0,6.0,162.0,94.0,71.0,32.0,21.0,12.0,15.0,35.0,1160.0,89.0,604.0,1,Tommy Paul,0.8571428571428571,0.5,59.0,0.36419753086419754,36.41975308641975,85.71428571428571
82,2023-580,Australian Open,Hard,128,G,20230116,224,126774,3.0,0,Stefanos Tsitsipas,R,193.0,GRE,24.4,111575,18.0,0,Karen Khachanov,R,198.0,RUS,26.6,7-6(2) 6-4 6-7(6) 6-3,5,SF,201.0,18.0,5.0,129.0,82.0,69.0,25.0,22.0,1.0,4.0,10.0,1.0,139.0,94.0,62.0,26.0,21.0,7.0,12.0,4.0,5715.0,20.0,1885.0,1,Stefanos Tsitsipas,0.8414634146341463,0.25,51.0,0.3669064748201439,36.69064748201439,84.14634146341463
83,2023-580,Australian Open,Hard,128,G,20230116,225,104925,4.0,0,Novak Djokovic,R,188.0,SRB,35.6,126205,0.0,0,Tommy Paul,R,185.0,USA,25.6,7-5 6-1 6-2,5,SF,140.0,12.0,5.0,91.0,53.0,40.0,21.0,14.0,7.0,9.0,4.0,0.0,77.0,45.0,24.0,14.0,13.0,4.0,11.0,5.0,5070.0,35.0,1160.0,1,Novak Djokovic,0.7547169811320755,0.7777777777777778,39.0,0.5064935064935064,50.649350649350644,75.47169811320755
84,2023-580,Australian Open,Hard,128,G,20230116,226,104925,4.0,0,Novak Djokovic,R,188.0,SRB,35.6,126774,3.0,0,Stefanos Tsitsipas,R,193.0,GRE,24.4,6-3 7-6(4) 7-6(5),5,F,176.0,7.0,3.0,100.0,66.0,54.0,21.0,17.0,2.0,3.0,15.0,3.0,106.0,69.0,50.0,19.0,16.0,3.0,5.0,5.0,5070.0,4.0,5715.0,1,Novak Djokovic,0.8181818181818182,0.6666666666666666,37.0,0.3490566037735849,34.90566037735849,81.81818181818183
85,2023-0424,Dallas,Hard,32,A,20230206,297,126203,1.0,0,Taylor Fritz,R,196.0,USA,25.2,106218,7.0,0,Marcos Giron,R,180.0,USA,29.5,7-6(7) 3-6 6-3,3,QF,111.0,9.0,2.0,83.0,55.0,45.0,15.0,15.0,0.0,1.0,6.0,1.0,88.0,57.0,43.0,19.0,15.0,1.0,2.0,8.0,3410.0,55.0,841.0,1,Taylor Fritz,0.8181818181818182,0.0,26.0,0.29545454545454547,29.545454545454547,81.81818181818183
86,2023-0424,Dallas,Hard,32,A,20230206,293,126203,1.0,0,Taylor Fritz,R,196.0,USA,25.2,106058,0.0,WC,Jack Sock,R,191.0,USA,30.3,7-6(5) 6-4,3,R16,96.0,10.0,1.0,64.0,43.0,39.0,11.0,11.0,0.0,0.0,8.0,2.0,79.0,46.0,35.0,17.0,11.0,6.0,7.0,8.0,3410.0,141.0,405.0,1,Taylor Fritz,0.9069767441860465,0.0,27.0,0.34177215189873417,34.177215189873415,90.69767441860465
87,2023-0424,Dallas,Hard,32,A,20230206,286,126207,2.0,0,Frances Tiafoe,R,188.0,USA,25.0,111456,0.0,0,Mackenzie Mcdonald,R,178.0,USA,27.8,6-1 6-3,3,R16,58.0,5.0,1.0,46.0,33.0,28.0,8.0,8.0,1.0,1.0,4.0,0.0,46.0,28.0,17.0,7.0,8.0,2.0,6.0,14.0,2305.0,59.0,820.0,1,Frances Tiafoe,0.8484848484848485,1.0,22.0,0.4782608695652174,47.82608695652174,84.84848484848484
88,2023-0375,Montpellier,Hard,32,A,20230206,300,206173,2.0,0,Jannik Sinner,R,191.0,ITA,21.4,202195,0.0,0,Maxime Cressy,R,201.0,USA,25.7,7-6(3) 6-3,3,F,96.0,4.0,1.0,61.0,38.0,33.0,16.0,11.0,3.0,3.0,10.0,6.0,62.0,39.0,30.0,12.0,10.0,3.0,4.0,17.0,2195.0,51.0,857.0,1,Jannik Sinner,0.868421052631579,1.0,20.0,0.3225806451612903,32.25806451612903,86.8421052631579
89,2023-0375,Montpellier,Hard,32,A,20230206,298,206173,2.0,0,Jannik Sinner,R,191.0,ITA,21.4,209950,0.0,WC,Arthur Fils,R,185.0,FRA,18.6,7-5 6-2,3,SF,94.0,5.0,1.0,55.0,34.0,28.0,14.0,10.0,2.0,2.0,6.0,2.0,70.0,48.0,30.0,11.0,10.0,4.0,7.0,17.0,2195.0,163.0,361.0,1,Jannik Sinner,0.8235294117647058,1.0,29.0,0.4142857142857143,41.42857142857143,82.35294117647058
90,2023-0375,Montpellier,Hard,32,A,20230206,297,208029,1.0,0,Holger Rune,R,188.0,DEN,19.7,106296,0.0,0,Gregoire Barrere,R,183.0,FRA,28.9,7-6(2) 7-6(5),3,QF,112.0,7.0,1.0,77.0,51.0,33.0,19.0,12.0,2.0,3.0,2.0,1.0,93.0,60.0,38.0,21.0,12.0,6.0,7.0,9.0,3046.0,75.0,713.0,1,Holger Rune,0.6470588235294118,0.6666666666666666,34.0,0.3655913978494624,36.55913978494624,64.70588235294117
91,2023-0375,Montpellier,Hard,32,A,20230206,295,209950,0.0,WC,Arthur Fils,R,185.0,FRA,18.6,111460,0.0,0,Quentin Halys,R,191.0,FRA,26.2,7-6(3) 6-3,3,QF,81.0,5.0,4.0,68.0,45.0,37.0,16.0,11.0,1.0,1.0,11.0,3.0,60.0,39.0,29.0,11.0,10.0,5.0,6.0,163.0,361.0,70.0,756.0,1,Arthur Fils,0.8222222222222222,1.0,20.0,0.3333333333333333,33.33333333333333,82.22222222222221
92,2023-0375,Montpellier,Hard,32,A,20230206,294,206173,2.0,0,Jannik Sinner,R,191.0,ITA,21.4,132283,0.0,0,Lorenzo Sonego,R,191.0,ITA,27.7,6-4 6-2,3,QF,95.0,1.0,2.0,51.0,28.0,18.0,17.0,9.0,2.0,3.0,3.0,0.0,61.0,43.0,26.0,6.0,9.0,4.0,8.0,17.0,2195.0,56.0,835.0,1,Jannik Sinner,0.6428571428571429,0.6666666666666666,29.0,0.47540983606557374,47.540983606557376,64.28571428571429
93,2023-0375,Montpellier,Hard,32,A,20230206,293,208029,1.0,0,Holger Rune,R,188.0,DEN,19.7,144817,0.0,0,Marc Andrea Huesler,L,196.0,SUI,26.6,7-6(5) 6-2,3,R16,92.0,7.0,0.0,57.0,40.0,32.0,13.0,10.0,2.0,2.0,2.0,0.0,79.0,45.0,30.0,17.0,10.0,5.0,7.0,9.0,3046.0,49.0,876.0,1,Holger Rune,0.8,1.0,32.0,0.4050632911392405,40.50632911392405,80.0
94,2023-0375,Montpellier,Hard,32,A,20230206,288,209950,0.0,WC,Arthur Fils,R,185.0,FRA,18.6,105138,4.0,0,Roberto Bautista Agut,R,183.0,ESP,34.8,6-3 6-4,3,R16,85.0,8.0,2.0,62.0,41.0,28.0,12.0,10.0,2.0,4.0,3.0,2.0,57.0,40.0,25.0,7.0,9.0,4.0,8.0,163.0,361.0,24.0,1740.0,1,Arthur Fils,0.6829268292682927,0.5,25.0,0.43859649122807015,43.859649122807014,68.29268292682927
95,2023-0375,Montpellier,Hard,32,A,20230206,286,206173,2.0,0,Jannik Sinner,R,191.0,ITA,21.4,105916,0.0,0,Marton Fucsovics,R,188.0,HUN,30.9,W/O,3,R16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,2195.0,69.0,767.0,1,Jannik Sinner,0.0,0.0,0.0,,,0.0
96,2023-0375,Montpellier,Hard,32,A,20230206,275,209950,0.0,WC,Arthur Fils,R,185.0,FRA,18.6,104755,0.0,0,Richard Gasquet,R,183.0,FRA,36.6,7-5 7-5,3,R32,112.0,8.0,3.0,81.0,51.0,38.0,12.0,12.0,7.0,9.0,2.0,5.0,73.0,51.0,37.0,6.0,12.0,4.0,8.0,163.0,361.0,45.0,910.0,1,Arthur Fils,0.7450980392156863,0.7777777777777778,30.0,0.410958904109589,41.0958904109589,74.50980392156863
